URL,Color,Body_type,Fuel_type,Engine_cc
contactcars.com/ar/new-cars/mitsubishi-mirage/for-sale/09277aa20d34,White,Hatchback,Gas,1200
contactcars.com/ar/used-cars/bmw-218i/99affa8f43c3,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/mercedes-e300/93e199c6a598,White,Sedan,Gas,2000
contactcars.com/ar/new-cars/range_rover-velar/for-sale/8181792dd59b,White,SUV,Gas,2000
contactcars.com/ar/used-cars/mercedes-c200/9a81b28d2a5b,Red,Sedan,Gas,1500
contactcars.com/ar/used-cars/mercedes-gle_450/38fa387209af,Black,SUV,Gas,3000
contactcars.com/ar/new-cars/hyundai-elantra_ad/for-sale/b192166619b5,Dark Grey,Sedan,Gas,1600
contactcars.com/ar/used-cars/opel-astra/38fe3b7faeb2,Brown,Sedan,Gas,1600
contactcars.com/ar/used-cars/citroen-c_elysee/1f6660531675,Silver,Sedan,Gas,1600
contactcars.com/ar/new-cars/mitsubishi-mirage/for-sale/d2f44580c015,White,Hatchback,Gas,1200
contactcars.com/ar/used-cars/mitsubishi-mirage/3f341751fd80,Silver,Hatchback,Gas,800
contactcars.com/ar/used-cars/range_rover-velar/e133129bca17,Gray,,Gas,2000
contactcars.com/ar/new-cars/volkswagen-tiguan/for-sale/01afd0fa55f9,Gray,SUV,Gas,1400
contactcars.com/ar/used-cars/geely-starray/25350ab36eee,Gray,SUV,Gas,1500
contactcars.com/ar/used-cars/peugeot-2008/372bd45ad520,Black,Hatchback,Gas,1600
contactcars.com/ar/used-cars/kia-carens/7f816babdd6d,Gray,Hatchback,Gas,1600
contactcars.com/ar/used-cars/mercedes-c200/09e0e9bef015,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/seat-tarraco/ab069811fe3c,Blue,SUV,Gas,1400
contactcars.com/ar/used-cars/mercedes-c200/c9262ae06a9c,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/geely-starray/b586702a6c1c,Gray,SUV,Gas,1500
contactcars.com/ar/used-cars/peugeot-2008/069f48c9fcca,Black,Hatchback,Gas,1600
contactcars.com/ar/new-cars/mitsubishi-mirage/for-sale/fc010c41985e,Blue,Hatchback,Gas,1200
contactcars.com/ar/used-cars/ford-focus/f441054972fa,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/chery-tiggo_8/72ad55ee3ec4,Blue,Hatchback,Gas,1500
contactcars.com/ar/used-cars/peugeot-3008/f6a3a0f77604,Blue,SUV,Gas,1600
contactcars.com/ar/new-cars/bmw-m4/for-sale/c688196616c1,Black,Coupe,Gas,3000
contactcars.com/ar/used-cars/mini-john_cooper_works/e6e9344fb388,Black,Hatchback,Gas,1600
contactcars.com/ar/new-cars/mercedes-e200/for-sale/705f288d4559,White,Sedan,Gas,2000
contactcars.com/ar/new-cars/mitsubishi-mirage/for-sale/f8834e08186d,Blue,Hatchback,Gas,1200
contactcars.com/ar/new-cars/hyundai-tucson/for-sale/e0c63cd5be15,White,SUV,Gas,1600
contactcars.com/ar/used-cars/mercedes-c180/94a3ef9c15d0,,,,
contactcars.com/ar/used-cars/opel-astra/abc07683eb0b,Red,Hatchback,Gas,1800
contactcars.com/ar/new-cars/hyundai-elantra_ad/for-sale/31161f82b13b,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/renault-kadjar/5f340ccc527a,Green,SUV,Gas,1200
contactcars.com/ar/used-cars/kia-sportage/59784c0323bc,Gray,SUV,Gas,1600
contactcars.com/ar/used-cars/hyundai-matrix/5807d5857477,Black,Hatchback,Gas,1600
contactcars.com/ar/new-cars/land_rover-range_rover_evoque/for-sale/815f8a0059c5,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-cla_200/4dc8fb30d07e,Black,Coupe,Gas,1400
contactcars.com/ar/used-cars/peugeot-3008/34cb522bbcda,,,,
contactcars.com/ar/used-cars/opel-grand_land/5d78bff81967,White,SUV,Gas,1600
contactcars.com/ar/used-cars/renault-logan/1eb74d860251,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/brilliance-galena/d052eeb3fc5f,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/bmw-316i/41f7f90db4fd,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/fiat-tipo/aa6260556519,Gray,Sedan,Gas,1600
contactcars.com/ar/new-cars/skoda-octavia/for-sale/39eb181a1e03,Gray,Sedan,Gas,1400
contactcars.com/ar/new-cars/mercedes-c180/for-sale/1eb1b15d03a9,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/mercedes-e200/for-sale/b1e55761129d,Black,Sedan,Gas,2000
contactcars.com/ar/new-cars/mercedes-glc_300/for-sale/11b0b5217bcc,White,SUV,Gas,2000
contactcars.com/ar/new-cars/nissan-sunny/for-sale/f37e2a1fa5a6,Silver,Sedan,Gas,1500
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/0ada80a22d87,Gray,SUV,Gas,1400
contactcars.com/ar/new-cars/audi-q3/for-sale/7be152f5b19f,Dark Grey,SUV,Gas,1400
contactcars.com/ar/new-cars/mercedes-v300/for-sale/4490731b9f26,Black,SUV,Gas,2000
contactcars.com/ar/new-cars/mercedes-cla_200/for-sale/b3be0d5b44dc,Black,Sedan,Gas,1300
contactcars.com/ar/new-cars/haval-h7/for-sale/5ce18cec601e,White,SUV,Gas,1500
contactcars.com/ar/new-cars/audi-q8/for-sale/8cbcf8eb2b79,Black,SUV,Gas,3000
contactcars.com/ar/new-cars/mercedes-c180/for-sale/0c1dc59d48ad,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/peugeot-301/c57caa9206ff,Silver,Sedan,Gas,1600
contactcars.com/ar/new-cars/audi-a5/for-sale/18d76a72e033,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/mercedes-gle_450/325b1258ccee,White,SUV,Gas,3000
contactcars.com/ar/new-cars/volkswagen-tiguan/for-sale/295a4e51a5bf,Gray,SUV,Gas,1400
contactcars.com/ar/new-cars/haval-h6/for-sale/0224a5340d79,Silver,SUV,Gas,1500
contactcars.com/ar/new-cars/audi-a5/for-sale/032882acff68,Navy Blue,Sedan,Gas,2000
contactcars.com/ar/used-cars/mercedes-cls_350/c9fef535b3b3,Gray,Sedan,Gas,2000
contactcars.com/ar/used-cars/jeep-grand_cherokee/b4b0b28406a2,Silver,SUV,Gas,5700
contactcars.com/ar/new-cars/mercedes-c200/for-sale/cbee4e17fa75,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/toyota-land_cruiser/for-sale/3175e950290c,Black,SUV,Gas,3500
contactcars.com/ar/new-cars/opel-grand_land/for-sale/24253a9817f8,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/skoda-octavia/for-sale/e24e9cdad874,Black,Sedan,Gas,1400
contactcars.com/ar/new-cars/skoda-karoq/for-sale/d168df6ff7d3,Black,Hatchback,Gas,1400
contactcars.com/ar/new-cars/haval-jolion_pro/for-sale/45c03dc27964,Gray,SUV,Gas,1500
contactcars.com/ar/used-cars/bmw-218i/9d142b02cf63,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/xiaomi-su7/for-sale/a5c6eb914dd6,White,Sedan,Electric,
contactcars.com/ar/used-cars/skoda-kodiaq/743d6c898ccc,Silver,SUV,Gas,1400
contactcars.com/ar/used-cars/bmw-520i/b289123a3f54,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/bmw-320i/783ac2c06e33,Gray,Sedan,Gas,1600
contactcars.com/ar/new-cars/kia-sportage/for-sale/4c92ec03d210,White,SUV,Gas,1600
contactcars.com/ar/new-cars/bmw-m4/for-sale/7c4dd345423a,White,Coupe,Gas,3000
contactcars.com/ar/used-cars/mercedes-c200/f6b110c07c3c,Silver,Sedan,Gas,1500
contactcars.com/ar/used-cars/mercedes-glc_200/6eca1eddf4b7,Black,SUV,Hybrid,2000
contactcars.com/ar/new-cars/volkswagen-tiguan/for-sale/fe1ff2e1afc3,Navy Blue,SUV,Gas,1400
contactcars.com/ar/new-cars/mg-7/for-sale/9e46ef90b624,Green,Sedan,Gas,1500
contactcars.com/ar/used-cars/honda-city/2484f14ff973,Brown,Sedan,Gas,1500
contactcars.com/ar/used-cars/range_rover-velar/0277cde7f842,,,,
contactcars.com/ar/used-cars/mg-5/4b57f5e64c71,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/ford-mustang/0d0cf92971cd,Red,Coupe,Gas,2400
contactcars.com/ar/new-cars/toyota-corolla/for-sale/27dd583c01a2,White,Sedan,Gas,1400
contactcars.com/ar/new-cars/toyota-corolla/for-sale/ec86a584214d,White,Sedan,Gas,1500
contactcars.com/ar/new-cars/jetour-t2/for-sale/51821af7eea0,Black,SUV,Gas,1500
contactcars.com/ar/new-cars/chery-arrizo_5/for-sale/854cc9d553eb,White,Sedan,Gas,1500
contactcars.com/ar/new-cars/mitsubishi-eclipse/for-sale/5e2493eb8aa8,Brown,SUV,Gas,1500
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/f2c224fd23aa,Gray,SUV,Gas,1400
contactcars.com/ar/new-cars/kia-carnival/for-sale/c239046975d7,Black,SUV,Gas,1500
contactcars.com/ar/new-cars/mitsubishi-eclipse/for-sale/33f475229122,Bronze,SUV,Gas,1500
contactcars.com/ar/new-cars/chery-tiggo_8/for-sale/daf13597b8d4,White,SUV,Gas,1500
contactcars.com/ar/new-cars/chery-tiggo_4_pro/for-sale/5047709c4f45,Blue,SUV,Gas,1500
contactcars.com/ar/new-cars/proton-saga/for-sale/ad7e93854c25,White,Sedan,Gas,1400
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/8d61a72d6cba,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/chevrolet-optra/for-sale/b474bd1a2de8,Blue,Sedan,Gas,1500
contactcars.com/ar/new-cars/hyundai-tucson/for-sale/db2a37f371fe,White,SUV,Gas,1600
contactcars.com/ar/new-cars/proton-saga/for-sale/ec8a49f6c632,Red,Sedan,Gas,1300
contactcars.com/ar/new-cars/chery-arrizo_8/for-sale/8d53af9e7e3f,Black,Sedan,Gas,1600
contactcars.com/ar/new-cars/toyota-corolla/for-sale/640241bf6711,Baby Blue,Sedan,Gas,1600
contactcars.com/ar/new-cars/hyundai-i30/for-sale/018835eda11f,Silver,Sedan,Gas,1500
contactcars.com/ar/new-cars/hyundai-accent/for-sale/2d7dd3c14f90,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/peugeot-308/4968b1225f50,Black,Hatchback,Gas,1600
contactcars.com/ar/used-cars/nissan-qashqai/e9a4211b03e0,Maroon,SUV,Gas,1200
contactcars.com/ar/used-cars/kia-grand_cerato/0eb91cfeecd9,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/nissan-sunny/3f9da9b73522,Gray,Sedan,Gas,1500
contactcars.com/ar/used-cars/mercedes-c200/9384dae60698,White,Sedan,Gas,1500
contactcars.com/ar/used-cars/mitsubishi-lancer/5ebd292b55db,Maroon,Sedan,Gas,1600
contactcars.com/ar/new-cars/nissan-sentra/for-sale/6e38bd3aa306,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/chevrolet-equinox/424f0b075c35,Red,SUV,Gas,1500
contactcars.com/ar/new-cars/chery-arrizo_5/for-sale/38f8f3efb609,Gray,Sedan,Gas,1500
contactcars.com/ar/new-cars/jetour-dashing/for-sale/601b29391356,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/mercedes-e300/for-sale/1c2c9a487e35,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/mitsubishi-eclipse/9184206c85ef,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-c200/0c3fd0287fd8,Black,Sedan,Gas,1800
contactcars.com/ar/used-cars/bmw-740i/6577a1ea465f,Black,Sedan,Gas,3000
contactcars.com/ar/used-cars/mercedes-c180/4ebce99d0805,Gray,Sedan,Gas,1500
contactcars.com/ar/used-cars/peugeot-301/c153b8e13d44,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/fiat-500c/c43b2265ab40,Black,Hatchback,Gas,1400
contactcars.com/ar/used-cars/mercedes-e200/a541d5e0c739,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/audi-a6/4b6dbc8fd53a,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/mg-zs/2170479ca256,,,,
contactcars.com/ar/new-cars/gac-emzoom/for-sale/58fc0d09b96b,Gray,SUV,Gas,1500
contactcars.com/ar/new-cars/gac-gs4_max/for-sale/0fe13197ef89,Gray,SUV,Gas,1500
contactcars.com/ar/new-cars/gac-empow/for-sale/101fce475381,Green,Sedan,Gas,1500
contactcars.com/ar/used-cars/chery-tiggo_4_pro/c581213ec79c,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-c180/8cb2d84c05e3,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-tucson/22b1d33726fb,White,SUV,Gas,1600
contactcars.com/ar/new-cars/kaiyi-x3_pro/for-sale/779332fb95b9,Blue,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-gle_450/5cc278f46d96,Gray,SUV,Gas,3000
contactcars.com/ar/new-cars/changan-eado/for-sale/878bf2585ccf,Bronze,Sedan,Gas,1500
contactcars.com/ar/new-cars/mercedes-glc_200/for-sale/de8e6f5f7e01,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/skoda-kodiaq/6958f232e79e,Blue,SUV,Gas,1400
contactcars.com/ar/used-cars/bmw-530i/64ed74d1ed21,White,Sedan,Gas,2000
contactcars.com/ar/new-cars/mercedes-c180/for-sale/67d870082486,Dark Grey,Sedan,Gas,1500
contactcars.com/ar/used-cars/audi-q3/676fdbcfc07f,Silver,Hatchback,Gas,1400
contactcars.com/ar/new-cars/suzuki-spresso/for-sale/eb9f708f68e9,Blue,Hatchback,Gas,1000
contactcars.com/ar/used-cars/fiat-siena/533dc85c2f25,Maroon,Sedan,Gas,1500
contactcars.com/ar/used-cars/volkswagen-passat/5984144f3e07,Blue,Sedan,Gas,1400
contactcars.com/ar/new-cars/mercedes-glc_300_coupe/for-sale/68730c7b9980,Black,Coupe,Gas,2000
contactcars.com/ar/new-cars/range_rover-vogue/for-sale/8c729f7036e4,Black,SUV,Gas,4000
contactcars.com/ar/new-cars/range_rover-evoque/for-sale/adf37146cdb9,Silver,SUV,Hybrid,2000
contactcars.com/ar/new-cars/porsche-macan/for-sale/64596da9dab4,Black,SUV,Gas,3000
contactcars.com/ar/new-cars/range_rover-evoque/for-sale/c740f8b917d3,White,SUV,Hybrid,2000
contactcars.com/ar/new-cars/jetour-dashing/for-sale/8dfe92c4e455,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/porsche-macan/for-sale/bd774b07ca0c,Black,SUV,Gas,2000
contactcars.com/ar/new-cars/ds-ds_4/for-sale/5d502b1fff3b,Red,Hatchback,Gas,1600
contactcars.com/ar/used-cars/mitsubishi-pajero/33fb3d127e87,Gray,SUV,Gas,3800
contactcars.com/ar/used-cars/bmw-320i/a9c80764a3d0,Blue,Sedan,Gas,1600
contactcars.com/ar/used-cars/bmw-x1/28062a1b15d9,Silver,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-b_200/408eb07fde0e,Black,Hatchback,Gas,1500
contactcars.com/ar/new-cars/mg-hs/for-sale/08b718525855,White,SUV,Hybrid,1500
contactcars.com/ar/new-cars/mg-hs/for-sale/65dcaf9116d5,Black,SUV,Gas,1500
contactcars.com/ar/new-cars/bmw-ix3/for-sale/432fb360857a,Blue,SUV,Electric,
contactcars.com/ar/new-cars/baic-u5_plus/for-sale/14cbb77bcbd0,Silver,Sedan,Gas,1500
contactcars.com/ar/new-cars/chevrolet-optra/for-sale/1b845bafb52d,White,Sedan,Gas,1500
contactcars.com/ar/used-cars/peugeot-2008/be85e9d737c1,Black,SUV,Diesel,1200
contactcars.com/ar/used-cars/land_rover-range_rover/3f1e5b66515f,Gray,SUV,Gas,2000
contactcars.com/ar/used-cars/mercedes-e200/cd5aa5ca2d4b,Gray,Sedan,Gas,2000
contactcars.com/ar/used-cars/mercedes-gls_580/7dc11b3f9a55,Black,SUV,Gas,4000
contactcars.com/ar/used-cars/skoda-octavia/505315add561,Baby Blue,Sedan,Gas,1600
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/288e02e2565f,White,SUV,Gas,1400
contactcars.com/ar/new-cars/mg-5/for-sale/0c31280e8b3b,Red,Sedan,Gas,1500
contactcars.com/ar/new-cars/mg-5/for-sale/43c9f1926e494c8f8e830d500edb5fd7,Silver,Sedan,Gas,1500
contactcars.com/ar/new-cars/toyota-fortuner/for-sale/7dc443bddba0,Gray,SUV,Gas,4000
contactcars.com/ar/new-cars/toyota-bz3x/for-sale/502f8664a9e2,White,SUV,Electric,
contactcars.com/ar/used-cars/fiat-tipo/cf1020984ebb,Gray,Sedan,Diesel,1600
contactcars.com/ar/new-cars/changan-cs55_plus/for-sale/ffe7fee03571,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/bmw-740i/af8d3068bc88,Navy Blue,Sedan,Gas,3000
contactcars.com/ar/used-cars/hyundai-excel/093d347d6851,Baby Blue,Sedan,Gas,1300
contactcars.com/ar/used-cars/peugeot-301/0f1cbd61a8d2,Champagne,Sedan,Diesel,1600
contactcars.com/ar/new-cars/mercedes-eqa_260/for-sale/25225f8dc88e,White,SUV,Electric,
contactcars.com/ar/new-cars/mercedes-eqa_260/for-sale/543226076bfe,Gray,SUV,Electric,
contactcars.com/ar/used-cars/mazda-3/dc63b2ed4b80,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/range_rover-vogue/42bb4b9fdb52,Gray,SUV,Gas,3000
contactcars.com/ar/used-cars/mercedes-cla_180/2825a12b35d3,Black,Coupe,Gas,1600
contactcars.com/ar/new-cars/avatr-12/for-sale/1b26523691cb,Gray,Coupe,Electric,
contactcars.com/ar/used-cars/hyundai-tucson/36c32f0430e2,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/mercedes-c200/for-sale/cb3e817d04e4,White,Sedan,Gas,1500
contactcars.com/ar/used-cars/hyundai-accent_rb/bc93a5444edd,Bronze,Sedan,Gas,1500
contactcars.com/ar/new-cars/mercedes-v300/for-sale/923850a19d31,Black,Van,Gas,2000
contactcars.com/ar/new-cars/byd-tang_l/for-sale/826c9c46ee44,Gray,SUV,Electric,
contactcars.com/ar/new-cars/mg-zs/for-sale/618a8fdeed2c,Blue,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-e200/1d2595f6ac8f,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/hyundai-tucson_nx4e/884f649c138d,Navy Blue,SUV,Gas,1600
contactcars.com/ar/new-cars/nissan-sentra/for-sale/eed5c0061f28,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/kia-cerato/30dc1221f500,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/opel-astra/257061ade98a,White,Sedan,Gas,1400
contactcars.com/ar/used-cars/byd-f3/62986d39d7f1,White,Sedan,Gas,1600
contactcars.com/ar/used-cars/mercedes-c200/af631407c007,Champagne,Sedan,Gas,1500
contactcars.com/ar/used-cars/bmw-x1/069759a89a19,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/citroen-c_elysee/4676ae204965,Navy Blue,Sedan,Diesel,1600
contactcars.com/ar/used-cars/peugeot-301/46077b6f7961,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/kia-carens/89e35ca4d2da,,,,
contactcars.com/ar/used-cars/toyota-corolla/f79cd3c8b2c2,White,Sedan,Gas,1600
contactcars.com/ar/used-cars/kia-cerato/9a8f02665ecd,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/chevrolet-malibu/e7822c89e1a7,Gray,Sedan,Gas,1500
contactcars.com/ar/used-cars/bmw-530i/d9dc475dd922,Gray,Sedan,Gas,2000
contactcars.com/ar/used-cars/volkswagen-polo/6b982fc8dc09,Blue,Sedan,Gas,1600
contactcars.com/ar/used-cars/bmw-x5/283a20294c5a,Black,SUV,Gas,4400
contactcars.com/ar/used-cars/audi-a3/6ef1ed7629e3,Red,Sedan,Gas,1400
contactcars.com/ar/used-cars/bmw-x1/eae428e81e2f,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/mg-6/3d49f04bcc0f,White,Sedan,Gas,1500
contactcars.com/ar/used-cars/nissan-sunny/03e61bef5ca0,White,Sedan,Gas,1300
contactcars.com/ar/used-cars/renault-logan/63d81284558a,Red,Sedan,Gas,1600
contactcars.com/ar/used-cars/mercedes-c180/44ef6c67fab5,Silver,Sedan,Gas,1400
contactcars.com/ar/used-cars/peugeot-3008/b92f5c8e2db5,Bronze,SUV,Gas,1600
contactcars.com/ar/used-cars/nissan-sentra/b490366ac1f0,Bronze,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-i30/99194e4825ff,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-cla_180/b9f40d4509d0,White,Sedan,Gas,1600
contactcars.com/ar/new-cars/kia-k3/for-sale/47e294d47839,White,Sedan,Gas,1600
contactcars.com/ar/new-cars/hyundai-elantra_cn7/for-sale/3c58d62dd659,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/kia-k3/67f0ca922d8d,White,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-verna/0ef95d158944,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/fiat-tempra/1256aaba48e3,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-tucson/511737570928,White,SUV,Gas,1600
contactcars.com/ar/used-cars/opel-insignia/57351e3d42af,Brown,Sedan,Gas,1600
contactcars.com/ar/new-cars/soueast-s_07/for-sale/67eee4f21e8d,Gray,SUV,Gas,1600
contactcars.com/ar/used-cars/nissan-qashqai/2f58fb1218ac,Maroon,SUV,Gas,1400
contactcars.com/ar/used-cars/peugeot-3008/6816a38fcf14,White,SUV,Gas,1600
contactcars.com/ar/used-cars/mercedes-c_280/001d755a9e09,Silver,Sedan,Gas,3000
contactcars.com/ar/used-cars/audi-q3/52665f4f8f0b,White,SUV,Gas,1500
contactcars.com/ar/used-cars/hyundai-verna_1.6/712528bc70bd,Champagne,Sedan,Gas,1600
contactcars.com/ar/used-cars/skoda-octavia_a4/98baa6bfd4c0,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/opel-astra/36f6499eec76,Dark Grey,Sedan,Gas,1600
contactcars.com/ar/new-cars/toyota-urban_cruiser/for-sale/afcdee42f9bc,Silver,SUV,Gas,1500
contactcars.com/ar/new-cars/hyundai-accent_rb/for-sale/f2f09acfeb67,Navy Blue,Sedan,Gas,1500
contactcars.com/ar/used-cars/range_rover-vogue/be7f8ccf24c0,Black,SUV,Gas,5000
contactcars.com/ar/used-cars/daewoo-juliet/fbf975c9b205,Black,Hatchback,Gas,1600
contactcars.com/ar/used-cars/daewoo-nubira/4d9540e33402,Silver,Sedan,Gas,1600
contactcars.com/ar/new-cars/soueast-s_06/for-sale/fb0a95f299da,White,SUV,Gas,1600
contactcars.com/ar/used-cars/seat-ibiza/e3879ba9b063,Black,Hatchback,Gas,1600
contactcars.com/ar/used-cars/chevrolet-cruze/0b4542a5c8df,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-verna_1.6/410bff5ccced,Black,Sedan,Natural Gas,1600
contactcars.com/ar/used-cars/opel-astra/428924538f46,,,,
contactcars.com/ar/new-cars/changan-cs55/for-sale/82e1cc2f59c9,White,SUV,Gas,1500
contactcars.com/ar/used-cars/daewoo-juliet/7a312a979222,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/peugeot-406/62d7007b85a5,Maroon,Sedan,Gas,2000
contactcars.com/ar/new-cars/avatr-12/for-sale/744d86c19cf7,Gray,Sedan,Electric,
contactcars.com/ar/used-cars/kia-xceed/607b3ceeaff1,White,Hatchback,Gas,1600
contactcars.com/ar/used-cars/seat-ateca/adc937489447,Red,SUV,Gas,1400
contactcars.com/ar/used-cars/fiat-tipo/5eb9a76312f2,Navy Blue,Sedan,Gas,1600
contactcars.com/ar/new-cars/maserati-grecale/for-sale/6df0ea66dcb8,Silver,SUV,Gas,2000
contactcars.com/ar/used-cars/chery-tiggo_7/f0acf4d3e3ff,Maroon,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-e200/e61f6965b887,White,Sedan,Diesel,2000
contactcars.com/ar/used-cars/subaru-impreza/bb89611f264d,Gray,Sedan,Gas,1500
contactcars.com/ar/used-cars/suzuki-van/091f582e48c3,Gray,Van,Gas,1000
contactcars.com/ar/new-cars/audi-q8/for-sale/2c97348fe043,Red,Coupe,Gas,2000
contactcars.com/ar/used-cars/bmw-x3/037c5689c7c8,Gray,SUV,Gas,2000
contactcars.com/ar/used-cars/jetour-x90_plus/69fdff39b883,Beige,SUV,Gas,1600
contactcars.com/ar/new-cars/mercedes-gle_450/for-sale/c10a14a9b449,White,SUV,Gas,3000
contactcars.com/ar/used-cars/proton-gen_2/f94a249a37ec,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/samsung-q5/182616d03331,Green,Sedan,Gas,2000
contactcars.com/ar/used-cars/ds-ds_4/eb9c21d422c4,White,SUV,Gas,1600
contactcars.com/ar/used-cars/mercedes-cla_200/ea7673f04c1a,Gray,Sedan,Gas,1300
contactcars.com/ar/used-cars/skoda-octavia/02d2669af32c,Black,Sedan,Gas,1400
contactcars.com/ar/used-cars/mercedes-glc_300/a3ebc1224fd1,Champagne,Coupe,Gas,2000
contactcars.com/ar/used-cars/nissan-sentra/a0a61ab8a6c4,Red,Sedan,Gas,1600
contactcars.com/ar/used-cars/renault-logan/56f47d842268,Dark Grey,Sedan,Gas,1600
contactcars.com/ar/used-cars/dfsk-eagel_580/d10377f4fa34,Maroon,SUV,Gas,1500
contactcars.com/ar/new-cars/renault-kardian/for-sale/b4d36602b7a7,Gray,SUV,Gas,1000
contactcars.com/ar/new-cars/fiat-tipo/for-sale/49944ab8e36a,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/bmw-740i/48e3f81e3dec,Black,Sedan,Gas,3000
contactcars.com/ar/used-cars/mercedes-gls_580/f3c39886ea64,Gray,SUV,Gas,4000
contactcars.com/ar/used-cars/maserati-levante/7a4e5a1fd718,Black,SUV,Gas,2000
contactcars.com/ar/new-cars/chery-tiggo_8/for-sale/07a4c9a1af59,Blue,SUV,Gas,1500
contactcars.com/ar/new-cars/proton-saga/for-sale/a8e07b92bfa7,White,Sedan,Gas,1300
contactcars.com/ar/new-cars/skoda-octavia_a8/for-sale/98b7a6d2bc2c,White,Sedan,Gas,1400
contactcars.com/ar/new-cars/mg-5/for-sale/309d9e23cf2a,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/suzuki-baleno/for-sale/52688a4a6d65,Black,Hatchback,Gas,1400
contactcars.com/ar/new-cars/fiat-500x/for-sale/3163b8a6e233,Blue,SUV,Gas,1400
contactcars.com/ar/new-cars/kia-sportage/for-sale/f03f7ecffcba,White,SUV,Gas,1600
contactcars.com/ar/new-cars/suzuki-swift/for-sale/216e5e6f1a4e,White,Hatchback,Gas,1200
contactcars.com/ar/new-cars/chery-tiggo_7/for-sale/0adeb5800d8f,Blue,SUV,Gas,1500
contactcars.com/ar/new-cars/chery-tiggo_4_pro/for-sale/574b4d5851e1,White,SUV,Gas,1500
contactcars.com/ar/new-cars/chevrolet-optra/for-sale/9102d118f650,Gray,Sedan,Gas,1500
contactcars.com/ar/new-cars/ssangyong-torres/for-sale/e110e8e5edf0,White,SUV,Gas,1500
contactcars.com/ar/new-cars/nissan-sentra/for-sale/ab27cf747e93,Red,Sedan,Gas,1600
contactcars.com/ar/new-cars/hyundai-elantra_cn7/for-sale/7819dc67f748,White,Sedan,Gas,1500
