URL,Color,Body_type,Fuel_type,Engine_cc
contactcars.com/ar/new-cars/audi-a5/for-sale/85a3c204bf01,Black,Sedan,Gas,2000
contactcars.com/ar/new-cars/mercedes-c200/for-sale/694f1fdf57a8,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/skoda-karoq/for-sale/a263695ee4ce,White,SUV,Gas,1400
contactcars.com/ar/used-cars/fiat-tipo/34e678b3aafe,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/skoda-octavia/f3a6914b6565,Blue,Sedan,Gas,1400
contactcars.com/ar/new-cars/mg-5/for-sale/faf6d183bd16,Silver,Sedan,Gas,1500
contactcars.com/ar/used-cars/chery-tiggo_7/d26cc7e4eef3,Silver,SUV,Gas,1500
contactcars.com/ar/new-cars/audi-q8/for-sale/16b70d6b9a42,Gray,SUV,Gas,3000
contactcars.com/ar/used-cars/mercedes-gt43/6288d4b61ad0,Blue,Coupe,Gas,2000
contactcars.com/ar/used-cars/bmw-320i/9a19a2d33335,White,Sedan,Gas,1600
contactcars.com/ar/new-cars/mercedes-c180/for-sale/30a42c283ed4,Black,Sedan,Gas,1600
contactcars.com/ar/new-cars/hyundai-accent_rb/for-sale/ace4ae24eab1,Bronze,Sedan,Gas,1600
contactcars.com/ar/new-cars/hyundai-elantra_ad/for-sale/ffe3307d1884,Maroon,Sedan,Gas,1600
contactcars.com/ar/used-cars/land_rover-range_rover/75841d52d448,Black,SUV,Gas,5000
contactcars.com/ar/new-cars/mercedes-c180/for-sale/6dffd282d8c1,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/nissan-sentra/for-sale/41d3019eddc5,Black,Sedan,Gas,1600
contactcars.com/ar/new-cars/mg-rx5_plus/for-sale/30cab3400829,Blue,SUV,Gas,1500
contactcars.com/ar/new-cars/mg-one/for-sale/17fff2ea546c,Gray,SUV,Gas,1500
contactcars.com/ar/new-cars/audi-q7/for-sale/64b9901e4b79,Black,SUV,Gas,2000
contactcars.com/ar/new-cars/opel-corsa/for-sale/37a259c14ddf,Red,Sedan,Gas,1200
contactcars.com/ar/new-cars/mercedes-glc_300/for-sale/92c653612bf6,Black,SUV,Gas,2000
contactcars.com/ar/new-cars/toyota-land_cruiser/for-sale/45f9ae4a0c46,White,SUV,Gas,3500
contactcars.com/ar/used-cars/bmw-218i/1a427f483c6d,Gray,,Gas,1500
contactcars.com/ar/new-cars/avatr-07/for-sale/f25beadef89c,Silver,SUV,Electric,
contactcars.com/ar/used-cars/land_rover-discovery_sport/4d7778e76cb4,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/opel-astra/991888b42188,Green,Sedan,Gas,1200
contactcars.com/ar/used-cars/kia-picanto/4d918bb66326,Red,Hatchback,Gas,1300
contactcars.com/ar/used-cars/nasr-128/313aaac29805,White,Sedan,Gas,1100
contactcars.com/ar/new-cars/audi-a5/for-sale/1d9103c3a64d,Dark Grey,Sedan,Gas,2000
contactcars.com/ar/new-cars/mercedes-glc_200/for-sale/791d21a0479c,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/opel-vectra/5692c904c220,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/mercedes-c180/6c476e6903f2,White,Sedan,Gas,1500
contactcars.com/ar/new-cars/chevrolet-tfr/for-sale/2d6c4863e4b0,Red,Pickup,Diesel,2500
contactcars.com/ar/used-cars/nissan-qashqai/762613f8ceb8,Black,SUV,Gas,1400
contactcars.com/ar/used-cars/nissan-qashqai/092cb5dda752,Silver,SUV,Gas,1600
contactcars.com/ar/new-cars/audi-a5/for-sale/df2c0070576a,Silver,Sedan,Gas,2000
contactcars.com/ar/used-cars/audi-rs_q8/7178c45315dc,Gray,SUV,Gas,4000
contactcars.com/ar/new-cars/mg-7/for-sale/249ea94e4369,Green,Sedan,Gas,1500
contactcars.com/ar/new-cars/mg-zs/for-sale/d575a6c3ade1,Black,SUV,Gas,1500
contactcars.com/ar/new-cars/peugeot-3008/for-sale/eb55dc7b8c36,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/mg-zs/for-sale/1f97ef1fce35,Red,SUV,Gas,1500
contactcars.com/ar/new-cars/peugeot-5008/for-sale/3f942660de29,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/peugeot-408/for-sale/4f414de68ba0,Red,Hatchback,Gas,1600
contactcars.com/ar/new-cars/peugeot-408/for-sale/0372656dbbaa,Red,SUV,Gas,1600
contactcars.com/ar/new-cars/peugeot-3008/for-sale/0d538e2b23f5,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/peugeot-408/for-sale/dd573a51533c,Red,Sedan,Gas,1600
contactcars.com/ar/used-cars/opel-insignia/4e2ac55dc25a,,,,
contactcars.com/ar/used-cars/hyundai-sonata/45756cf4d355,Black,Sedan,Gas,1600
contactcars.com/ar/new-cars/renault-duster/for-sale/d989777de2a7,Green,SUV,Gas,1300
contactcars.com/ar/new-cars/porsche-macan/for-sale/a30f625f8c4d,White,SUV,Gas,3000
contactcars.com/ar/used-cars/jeep-renegade/2db300378d96,Gray,SUV,Gas,1400
contactcars.com/ar/used-cars/renault-sandero_stepway/0e20e957c9d0,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/soueast-s_06/for-sale/255141b5a5b7,Gray,SUV,Gas,1600
contactcars.com/ar/used-cars/toyota-corolla/aaee37965a71,Black,Sedan,Gas,1600
contactcars.com/ar/new-cars/soueast-s_06/for-sale/bb9d24f88813,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/nissan-qashqai/for-sale/b913cd11208b,Green,SUV,Gas,1300
contactcars.com/ar/used-cars/toyota-corolla/b7a76e9a3ab8,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-excel/e1ba3061ad9a,Maroon,Sedan,Gas,1300
contactcars.com/ar/used-cars/skoda-octavia/a15ec8ff7c99,Black,Sedan,Gas,1400
contactcars.com/ar/used-cars/fiat-punto/4694d80942c1,Black,Hatchback,Gas,1400
contactcars.com/ar/used-cars/volvo-s60/6ebd5fec6f0c,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/changan-cs35_plus/3a8318d424f1,Maroon,SUV,Gas,1400
contactcars.com/ar/used-cars/volkswagen-jetta/d180a66b6a8f,Blue,Sedan,Gas,1600
contactcars.com/ar/used-cars/seat-tarraco/fc47f4ba1c83,Silver,SUV,Gas,1400
contactcars.com/ar/used-cars/chevrolet-malibu/f5f08ffc9296,Maroon,Sedan,Gas,1500
contactcars.com/ar/used-cars/citroen-c5_aircross/b03fea2ce7b8,Silver,Hatchback,Gas,1600
contactcars.com/ar/new-cars/mercedes-e300/for-sale/d3f920d286ad,Black,Sedan,Hybrid,2000
contactcars.com/ar/used-cars/mitsubishi-colt/7e49cbd4e842,Red,Coupe,Gas,1500
contactcars.com/ar/used-cars/renault-twizy/17fb748e61fc,Blue,,Electric,
contactcars.com/ar/new-cars/mg-5/for-sale/e026fdae1e2d,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/mini-cooper/209c8816a253,Gray,Hatchback,Gas,1500
contactcars.com/ar/used-cars/chevrolet-aveo/df55d6ab5627,Baby Blue,Sedan,Gas,1500
contactcars.com/ar/new-cars/range_rover-evoque/for-sale/01719a057ee7,Gray,SUV,Hybrid,2000
contactcars.com/ar/used-cars/bmw-318i/e02a1812832f,Black,Sedan,Gas,1400
contactcars.com/ar/used-cars/bmw-ix/0784a35af9ec,Gray,SUV,Electric,
contactcars.com/ar/used-cars/nissan-qashqai/2301cb332bf4,Blue,SUV,Gas,1200
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/8e7bc001fd5a,Black,SUV,Gas,1400
contactcars.com/ar/used-cars/renault-megane/a931e75601ad,Maroon,Sedan,Gas,1600
contactcars.com/ar/used-cars/land_rover-range_rover_evoque/99a8bcc8adcf,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/chevrolet-lanos/74ec8b0d69f8,Dark Grey,Sedan,Gas,1500
contactcars.com/ar/used-cars/mercedes-cla_180/438c34e869ea,Red,Sedan,Gas,1600
contactcars.com/ar/used-cars/peugeot-307/19183721ad8b,Black,Hatchback,Gas,1600
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/cb7ca81bfa4f,White,SUV,Gas,1400
contactcars.com/ar/new-cars/skoda-superb/for-sale/6c2b9b757577,White,Sedan,Gas,2000
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/72dd8ef55541,Gold,SUV,Gas,1400
contactcars.com/ar/new-cars/audi-a5/for-sale/3fe3eb09f420,Silver,Sedan,Gas,2000
contactcars.com/ar/new-cars/skoda-karoq/for-sale/d93a79139e2a,Dark Grey,SUV,Gas,1400
contactcars.com/ar/used-cars/fiat-marea/29954cc0bec7,Silver,Station,Gas,1600
contactcars.com/ar/used-cars/renault-logan/dbe94229f9f4,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/peugeot-rcz/c8ee4ccd4f11,White,Coupe,Gas,1600
contactcars.com/ar/used-cars/mercedes-glc_300/bcd18ae569ca,Black,Coupe,Gas,2000
contactcars.com/ar/used-cars/jetour-x95/a386432ad76e,Black,SUV,Gas,1600
contactcars.com/ar/used-cars/bmw-x1/d6eba6050c24,Gray,SUV,Gas,1600
contactcars.com/ar/used-cars/toyota-rush/12f7da3bfe04,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/bmw-x3/b1aae948dc87,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/mercedes-c200/7a116ab46795,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-verna/3202f5017fd5,Maroon,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-elantra_md/4e1dc9e3c3b1,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/kia-k8/38842c37334c,White,Sedan,Gas,1600
contactcars.com/ar/used-cars/mercedes-cla_180/f4a17d9088e6,White,Coupe,Gas,1300
contactcars.com/ar/used-cars/daewoo-lanos_ii/6b86afad0563,Maroon,Sedan,Gas,1500
contactcars.com/ar/used-cars/peugeot-5008/1ecd2d238527,Green,SUV,Gas,1600
contactcars.com/ar/used-cars/nissan-qashqai/1c525c032724,Brown,SUV,Gas,1300
contactcars.com/ar/used-cars/kia-picanto/e8be20e92724,Gray,Hatchback,Gas,1100
contactcars.com/ar/used-cars/renault-duster/5ec6f2d3161a,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/mercedes-e200/for-sale/2a2bce922371,Black,Sedan,Gas,2000
contactcars.com/ar/new-cars/mercedes-cla_200/for-sale/ddbef4df8565,White,Sedan,Gas,1400
contactcars.com/ar/new-cars/kia-k3/for-sale/bb5a6f205598,White,Sedan,Gas,1600
contactcars.com/ar/new-cars/byd-seagull/for-sale/c318bfd71500,Black,Hatchback,Electric,
contactcars.com/ar/new-cars/byd-seagull/for-sale/b71d38ef7924,Baby Blue,Hatchback,Electric,
contactcars.com/ar/new-cars/chevrolet-optra/for-sale/7eefa7cccf8b,Red,Sedan,Gas,1500
contactcars.com/ar/new-cars/avatr-12/for-sale/27d6e6ef68ad,Purple,Sedan,Electric,
contactcars.com/ar/used-cars/mercedes-c180/127db6091215,Red,Sedan,Gas,1500
contactcars.com/ar/new-cars/bmw-320i/for-sale/ef96c9e775f9,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/mercedes-slc_180/de3e17d48044,Silver,Cabriolet,Gas,1600
contactcars.com/ar/used-cars/skoda-superb/6d9d29eeb743,,,,
contactcars.com/ar/used-cars/mini-john_cooper_works/fbfc3e933809,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/mercedes-e200/8b8daeafd2a7,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/mercedes-gle_450/2d44b726db7e,Black,SUV,Gas,3000
contactcars.com/ar/used-cars/volkswagen-passat_variant/cc2cd751a0a2,Gray,Station,Gas,1600
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/557b82403e2a,Gray,SUV,Gas,1400
contactcars.com/ar/new-cars/volkswagen-tiguan/for-sale/a2934a28160d,Red,SUV,Gas,1500
contactcars.com/ar/new-cars/skoda-octavia/for-sale/a0f5f0414494,Dark Grey,Sedan,Gas,1400
contactcars.com/ar/used-cars/chery-tiggo_3/9d637ff7ba08,Navy Blue,Hatchback,Natural Gas,1600
contactcars.com/ar/new-cars/renault-taliant/for-sale/58ae2c09ec79,Gray,Sedan,Gas,1000
contactcars.com/ar/used-cars/bmw-x3/7ac1c0797b49,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/chevrolet-tfr/for-sale/2838880318ce,White,Pickup,Diesel,2500
contactcars.com/ar/new-cars/proton-saga/for-sale/7075dc258e67,Black,Sedan,Gas,1300
contactcars.com/ar/new-cars/chevrolet-optra/for-sale/d0925f281c05,Silver,Sedan,Gas,1500
contactcars.com/ar/new-cars/kaiyi-x7/for-sale/8310e31a4002,White,SUV,Gas,1600
contactcars.com/ar/new-cars/chevrolet-optra/for-sale/783f0684d0c8,Red,Sedan,Gas,1500
contactcars.com/ar/used-cars/hyundai-matrix/51ce484a5330,Black,SUV,Gas,1600
contactcars.com/ar/used-cars/opel-astra/b6de2a2f8b16,Silver,Sedan,Gas,1400
contactcars.com/ar/used-cars/audi-a3/61c9958f8f9c,White,Coupe,Gas,2000
contactcars.com/ar/used-cars/seat-arona/ce4d6c2a8d5f,Silver,SUV,Diesel,1600
contactcars.com/ar/used-cars/mercedes-c200/35be8e93892e,,,,
contactcars.com/ar/used-cars/volkswagen-passat/d1c079d84d8d,Beige,Sedan,Gas,1400
contactcars.com/ar/new-cars/byd-yuan_up/for-sale/ed2b5b1b0279,Silver,SUV,Electric,
contactcars.com/ar/new-cars/byd-song_plus/for-sale/2c873d8be24e,Champagne,SUV,Electric,
contactcars.com/ar/new-cars/suzuki-dzire/for-sale/21e48bb68de2,Gray,Sedan,Gas,1500
contactcars.com/ar/used-cars/lada-granta/20c25dbb87f9,Blue,Sedan,Gas,1600
contactcars.com/ar/new-cars/peugeot-3008/for-sale/280e46a2dafb,Silver,SUV,Gas,1600
contactcars.com/ar/new-cars/mitsubishi-xpander/for-sale/3e31c031fe64,White,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-c200/f74f2ce02eb9,Black,Cabriolet,Gas,1500
contactcars.com/ar/new-cars/soueast-s_06/for-sale/ff002a072276,Beige,SUV,Gas,1600
contactcars.com/ar/new-cars/suzuki-spresso/for-sale/259e55af8a42,Orange,Hatchback,Gas,1000
contactcars.com/ar/new-cars/suzuki-swift/for-sale/301118242f0f,Red,Hatchback,Gas,1200
contactcars.com/ar/used-cars/volkswagen-parati/9cedd10f3610,Red,Hatchback,Gas,1600
contactcars.com/ar/new-cars/soueast-s_09/for-sale/59082a4aa836,Black,SUV,Gas,1600
contactcars.com/ar/used-cars/nissan-bluebird/f265c9cddd3f,Bronze,Sedan,Gas,1600
contactcars.com/ar/used-cars/fiat-128_nova/6e6474d2391d,Red,Sedan,Gas,1300
contactcars.com/ar/used-cars/bmw-x7/44fbb6b6d980,Black,SUV,Gas,4400
contactcars.com/ar/new-cars/suzuki-baleno/for-sale/a6f22615ca30,Red,SUV,Gas,1500
contactcars.com/ar/used-cars/mini-cooper/9b4ed7860288,Blue,Hatchback,Gas,1500
contactcars.com/ar/new-cars/chery-tiggo_7/for-sale/69a3cbb939b7,White,SUV,Gas,1500
contactcars.com/ar/used-cars/dodge-ram/268cd2b6e683,Red,Pickup,Gas,5700
contactcars.com/ar/new-cars/nissan-sunny/for-sale/483b81e1bba4,Gray,Sedan,Gas,1500
contactcars.com/ar/new-cars/mercedes-s63/for-sale/b170b5fc2211,Black,Sedan,Hybrid,4000
contactcars.com/ar/new-cars/renault-duster/for-sale/6bb85ee1bc1c,Green,SUV,Gas,1300
contactcars.com/ar/new-cars/bmw-x1/for-sale/d5ea60875ddd,Blue,SUV,Gas,1500
contactcars.com/ar/used-cars/peugeot-5008/c0390d74c3f2,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/renault-austral/for-sale/cd2d4ec35d2e,Blue,SUV,Gas,1300
contactcars.com/ar/used-cars/mercedes-e200/d09bd0e42606,Champagne,Sedan,Gas,1800
contactcars.com/ar/new-cars/mg-5/for-sale/a2c679816a21,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/range_rover-evoque/193f434ff667,Gray,SUV,Gas,1500
contactcars.com/ar/new-cars/bmw-x1/for-sale/10263e9236d3,Champagne,SUV,Gas,1500
contactcars.com/ar/used-cars/renault-fluence/d147794f6847,Beige,Sedan,Gas,1600
contactcars.com/ar/new-cars/audi-q3/for-sale/9950ffa3387a,Gray,SUV,Gas,1400
contactcars.com/ar/new-cars/kgm-actyon/for-sale/ecc6727cac9c,Gold,SUV,Gas,1500
contactcars.com/ar/new-cars/audi-q8/for-sale/4fbfe1049beb,Black,SUV,Gas,3000
contactcars.com/ar/used-cars/mercedes-e200/1339da44de50,Black,Sedan,Gas,2000
contactcars.com/ar/used-cars/jeep-cherokee/8d69c77990f6,Beige,,Gas,3700
contactcars.com/ar/used-cars/bmw-520i/bae3b6128950,White,Sedan,Gas,1600
contactcars.com/ar/new-cars/mg-zs/for-sale/b98cfd7e47b9,Silver,SUV,Gas,1500
contactcars.com/ar/new-cars/hyundai-i30/for-sale/d15a17997feb,Silver,Sedan,Gas,1200
contactcars.com/ar/used-cars/hyundai-solaris/4f6ebd6c4a5b,Blue,Sedan,Gas,1400
contactcars.com/ar/used-cars/dodge-ram/8ed1a7d02669,Black,Pickup,Gas,5700
contactcars.com/ar/new-cars/skoda-superb/for-sale/06498f533eb6,Gray,Sedan,Gas,2000
contactcars.com/ar/used-cars/opel-astra/93764e2b2552,Black,Hatchback,Gas,1600
contactcars.com/ar/used-cars/bmw-x3/d5f6a6826283,Navy Blue,SUV,Gas,2000
contactcars.com/ar/used-cars/skoda-kodiaq/c9b9922bf8c0,Black,SUV,Gas,1400
contactcars.com/ar/new-cars/skoda-karoq/for-sale/3873b2fc66f8,Gray,SUV,Gas,1400
contactcars.com/ar/used-cars/renault-logan/c5d60f3c9e41,Brown,Sedan,Gas,1600
contactcars.com/ar/new-cars/skoda-octavia/for-sale/dd9229b67e36,Gray,Sedan,Gas,1400
contactcars.com/ar/new-cars/mercedes-cla_200/for-sale/3d434f734a47,White,Sedan,Gas,1300
contactcars.com/ar/new-cars/nissan-sunny/for-sale/a59ff389de0b,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/mercedes-c180/4efdc2987f48,Black,Sedan,Gas,1500
contactcars.com/ar/new-cars/hummer-hummer_ev_suv/for-sale/277f3ab1ce97,Baby Blue,SUV,Electric,
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/664dd14a102e,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/bmw-530i/fb242114dd63,White,Sedan,Gas,2000
contactcars.com/ar/used-cars/mercedes-glc_300_coupe/ad8f72158673,Black,SUV,Gas,2000
contactcars.com/ar/new-cars/mg-7/for-sale/20932cc892cc,Red,Sedan,Gas,1500
contactcars.com/ar/new-cars/chery-arrizo_8/for-sale/88d3f2348b27,White,Sedan,Gas,1600
contactcars.com/ar/new-cars/peugeot-5008/for-sale/8e831fe1954b,Silver,SUV,Gas,1600
contactcars.com/ar/new-cars/changan-cs55_plus/for-sale/cfab10860c2e,Dark Grey,SUV,Gas,1500
contactcars.com/ar/new-cars/seat-leon/for-sale/2dfb13989706,Blue,Hatchback,Gas,1400
contactcars.com/ar/new-cars/nissan-qashqai/for-sale/857509d33a9c,Black,SUV,Gas,1300
contactcars.com/ar/new-cars/seat-leon/for-sale/a19182778ce3,Navy Blue,Hatchback,Gas,1400
contactcars.com/ar/new-cars/nissan-juke/for-sale/79659f176271,Blue,Hatchback,Gas,1000
contactcars.com/ar/new-cars/toyota-corolla/for-sale/0e266df462d2,Dark Grey,Sedan,Gas,1600
contactcars.com/ar/new-cars/chery-tiggo_4_pro/for-sale/07afee6005d9,Maroon,SUV,Gas,1500
contactcars.com/ar/new-cars/audi-a3/for-sale/27c2a8ca6285,Gray,Sedan,Gas,1400
contactcars.com/ar/new-cars/peugeot-3008/for-sale/5429d249a2b4,Dark Grey,SUV,Gas,1600
contactcars.com/ar/new-cars/seat-leon/for-sale/a777ca6c9209,Dark Grey,Hatchback,Gas,1400
contactcars.com/ar/new-cars/fiat-500x/for-sale/213473241446,Blue,Hatchback,Gas,1400
contactcars.com/ar/new-cars/kaiyi-x7/for-sale/11ae1a7a62b7,Black,SUV,Gas,1600
contactcars.com/ar/new-cars/kia-sportage/for-sale/c8de40659414,White,SUV,Gas,1600
contactcars.com/ar/new-cars/kia-sportage/for-sale/832874b93d68,Silver,SUV,Gas,1600
contactcars.com/ar/new-cars/chery-tiggo_7/for-sale/675c91b92cb4,Silver,SUV,Gas,1500
contactcars.com/ar/new-cars/suzuki-swift/for-sale/e3bbf51360c1,Dark Grey,Hatchback,Gas,1200
contactcars.com/ar/new-cars/audi-a5/for-sale/abb6ee73f71d,White,Sedan,Gas,2000
contactcars.com/ar/new-cars/baic-u5_plus/for-sale/b30f124c8e6f,White,Sedan,Gas,1500
contactcars.com/ar/new-cars/skoda-kodiaq/for-sale/69b39da117a3,Silver,SUV,Gas,1400
contactcars.com/ar/new-cars/jetour-t1/for-sale/e898b1de0148,Baby Blue,SUV,Gas,1500
contactcars.com/ar/new-cars/jetour-t2/for-sale/a06a73667566,Gray,SUV,Gas,1500
contactcars.com/ar/new-cars/kia-sportage/for-sale/b00a621c7514,Gray,SUV,Gas,1600
contactcars.com/ar/new-cars/nissan-sentra/for-sale/15bb867c0ad1,Black,Sedan,Gas,1600
contactcars.com/ar/new-cars/kia-sportage/for-sale/27115eb4152e,White,SUV,Gas,1600
contactcars.com/ar/new-cars/peugeot-408/for-sale/d9a61cefa62c,Blue,Sedan,Gas,1600
contactcars.com/ar/new-cars/range_rover-autobiography/for-sale/1d37aea7da57,White,SUV,Gas,4400
contactcars.com/ar/new-cars/porsche-911_carrera/for-sale/b2ef6a60596c,White,Coupe,Gas,3000
contactcars.com/ar/new-cars/porsche-macan/for-sale/81b2d6535d5c,White,SUV,Gas,2000
contactcars.com/ar/new-cars/mercedes-glc_300_coupe/for-sale/d7ec480aa720,Dark Grey,SUV,Gas,2000
contactcars.com/ar/new-cars/mercedes-e200/for-sale/5495bddfa6d1,White,Sedan,Gas,1500
contactcars.com/ar/new-cars/porsche-cayenne_coupe/for-sale/793981a70648,Black,Coupe,Gas,3000
contactcars.com/ar/new-cars/porsche-macan/for-sale/368cdc2dcd58,Dark Grey,SUV,Electric,
contactcars.com/ar/used-cars/range_rover-svr/58b06ce58cae,Black,SUV,Gas,4400
contactcars.com/ar/new-cars/porsche-cayenne_s/for-sale/f8a29d082c78,Gray,SUV,Gas,4000
contactcars.com/ar/new-cars/porsche-macan/for-sale/84f6b9134315,White,SUV,Gas,3000
contactcars.com/ar/new-cars/range_rover-autobiography/for-sale/a68d1ee90f0e,Black,SUV,Gas,4400
contactcars.com/ar/used-cars/mercedes-v_250/395e6fad8518,Black,Van,Gas,2000
contactcars.com/ar/used-cars/mercedes-cla_200/995d0c640579,Black,Sedan,Gas,1300
contactcars.com/ar/used-cars/porsche-718_cayman/2b2c2e8f48d0,Black,Coupe,Gas,2000
contactcars.com/ar/new-cars/mercedes-v300/for-sale/5a1da8bc25ce,Black,Van,Gas,2000
contactcars.com/ar/new-cars/porsche-cayenne_coupe/for-sale/4aa6331f2b65,Blue,Coupe,Gas,3000
contactcars.com/ar/new-cars/mercedes-c180/for-sale/58795376e16e,White,Sedan,Gas,1500
contactcars.com/ar/new-cars/porsche-macan/for-sale/f166fa8f456c,White,Sedan,Gas,3000
contactcars.com/ar/new-cars/bmw-m8/for-sale/ff1d9270068d,White,Coupe,Gas,4400
contactcars.com/ar/new-cars/mercedes-cla_200/for-sale/acb1aaf52eed,Blue,Sedan,Gas,1500
contactcars.com/ar/new-cars/range_rover-velar/for-sale/05975e90ab21,Dark Grey,SUV,Gas,2000
contactcars.com/ar/new-cars/porsche-cayenne_s/for-sale/7e9fa422ee19,Dark Grey,SUV,Gas,4000
contactcars.com/ar/used-cars/mercedes-g_63/78f06263166d,Black,SUV,Gas,4000
contactcars.com/ar/new-cars/mercedes-glc_300_coupe/for-sale/62a0088bc717,Black,Coupe,Gas,1500
contactcars.com/ar/used-cars/porsche-panamera/073e1c52f8c1,Silver,Sedan,Gas,2000
contactcars.com/ar/new-cars/porsche-cayenne_s/for-sale/f16744e802eb,White,SUV,Gas,3300
contactcars.com/ar/used-cars/mercedes-e200/17b53a5aafdf,White,Sedan,Gas,2000
contactcars.com/ar/new-cars/porsche-macan/for-sale/bc424bc4c903,Black,SUV,Gas,2000
contactcars.com/ar/used-cars/bmw-m850i/996ebc300bb0,White,Sedan,Gas,3000
contactcars.com/ar/new-cars/range_rover-evoque/for-sale/09b99caff64c,Black,SUV,Hybrid,2000
contactcars.com/ar/used-cars/peugeot-3008/03065b40cfbb,Black,SUV,Gas,1600
contactcars.com/ar/used-cars/nissan-qashqai/09e5315c030a,,,,
contactcars.com/ar/used-cars/jetour-x70_plus_ckd/5a4d8d294875,White,SUV,Natural Gas,1600
contactcars.com/ar/used-cars/kia-xceed/6246a7cc1ae5,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/speranza-a113/18a7ff1de6fd,Gray,Hatchback,Gas,1300
contactcars.com/ar/used-cars/opel-astra/830e8c255eef,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/peugeot-508/7b6120bc5c7c,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/kia-rio/0f73d05ceefc,Red,Sedan,Gas,1500
contactcars.com/ar/used-cars/bmw-320i/ff56a0870e5f,Navy Blue,Sedan,Gas,2000
contactcars.com/ar/used-cars/opel-insignia/e3fa4013fcaf,Black,Sedan,Gas,1600
contactcars.com/ar/used-cars/chery-arrizo_5/71e3ddd1643c,Blue,Sedan,Gas,1500
contactcars.com/ar/used-cars/suzuki-ciaz/17125e9f6768,Bronze,Sedan,Gas,1500
contactcars.com/ar/used-cars/chery-tiggo_3/be11b6fb3430,Blue,SUV,Diesel,1600
contactcars.com/ar/used-cars/mitsubishi-eclipse/66a87a98a44b,Black,SUV,Gas,1500
contactcars.com/ar/used-cars/geely-emgrand_x7/a698feac833d,Black,Hatchback,Gas,1300
contactcars.com/ar/used-cars/bmw-x1/476228113d46,Blue,SUV,Gas,1500
contactcars.com/ar/used-cars/mercedes-c180/927402400e3e,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/mitsubishi-pajero/332b62248a39,Silver,SUV,Gas,3800
contactcars.com/ar/used-cars/renault-logan_mcv/692d4b84f8de,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/volkswagen-passat/fa92b29749f5,Silver,Sedan,Gas,1400
contactcars.com/ar/used-cars/audi-q3/95c4a8ad0ee0,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/opel-astra/d953e19d836f,Green,Sedan,Gas,1400
contactcars.com/ar/used-cars/renault-megane/7205f95ab3d0,Dark Grey,Sedan,Gas,1300
contactcars.com/ar/used-cars/jeep-cherokee/c658f73ba18b,Silver,SUV,Gas,3800
contactcars.com/ar/used-cars/peugeot-3008/def304ac4479,Blue,SUV,Gas,1600
contactcars.com/ar/used-cars/mercedes-c180/266e18a9f64a,Black,Sedan,Gas,1500
contactcars.com/ar/used-cars/nissan-sunny/9b168fb53f81,Silver,Sedan,Gas,1600
contactcars.com/ar/used-cars/mitsubishi-lancer/dfeac69c6a25,Gray,Sedan,Gas,1600
contactcars.com/ar/used-cars/hyundai-genesis/f8d0bc2e857f,Silver,Sedan,Gas,3500
contactcars.com/ar/used-cars/daewoo-nubira/1c75f49c42fd,Green,Sedan,Gas,1600
