Model_name,Price,Manufacturer,Condition,Type,Distance,Color,Body_type,Fuel_type,Engine_cc
إم جي 7 2026,"1,590,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
هيونداى توسان NX4e 2025,"1,900,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"16,000 كم",Gray,SUV,Gas,1600.0
فيات تيبو 2022,"830,000 ج.م.",فيات,مستعملة,أوتوماتيك,"115,000 كم",Blue,Sedan,Gas,1600.0
رينو ميجان 2019,"750,000 ج.م.",رينو,مستعملة,أوتوماتيك,"92,000 كم",Bronze,Sedan,Gas,1600.0
جي إيه سي GS4 2026,"1,350,000 ج.م.",جي إيه سي,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
جي إيه سي إمباو 2026,"1,340,000 ج.م.",جي إيه سي,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
شيفروليه N300 2022,"595,000 ج.م.",شيفروليه,مستعملة,مانيوال,"55,000 كم",Gray,Van,Natural Gas,1200.0
رينو لوجان 2020,"570,000 ج.م.",رينو,مستعملة,أوتوماتيك,"122,000 كم",Silver,Sedan,Gas,1600.0
مرسيدس C200 2021,"2,250,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"60,000 كم",Navy Blue,Sedan,Gas,1500.0
جي إيه سي إمباو 2026,"1,340,000 ج.م.",جي إيه سي,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
بروتون جين 2 2010,"360,000 ج.م.",بروتون,مستعملة,مانيوال,"177,000 كم",Black,Hatchback,Gas,1600.0
شيفروليه افيو 2015,"385,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"210,000 كم",Blue,Sedan,Gas,1500.0
أوبل جراند لاند 2021,"1,225,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"47,000 كم",Silver,SUV,Gas,1600.0
فورد فيوجن 2015,"780,000 ج.م.",فورد,مستعملة,أوتوماتيك,"180,000 كم",White,Sedan,Gas,1500.0
ستروين سى اليزيه 2021,"600,000 ج.م.",ستروين,مستعملة,أوتوماتيك,"51,000 كم",Gray,Sedan,Gas,1600.0
سيات ليون 2026,"1,475,000 ج.م.",سيات,جديدة,أوتوماتيك,,Black,Hatchback,Gas,1400.0
سيات ليون 2026,"1,475,000 ج.م.",سيات,جديدة,أوتوماتيك,,Black,Hatchback,Gas,1400.0
إم جي 5 2020,"675,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"110,000 كم",Beige,Sedan,Gas,1500.0
فولفو XC 60 2019,"1,500,000 ج.م.",فولفو,مستعملة,أوتوماتيك,"215,000 كم",Navy Blue,SUV,Gas,2000.0
رينو ميجان 2020,"735,000 ج.م.",رينو,مستعملة,أوتوماتيك,"74,500 كم",Brown,Sedan,Gas,1600.0
شيفروليه N300 2022,"550,000 ج.م.",شيفروليه,مستعملة,مانيوال,"27,000 كم",White,Van,Gas,1200.0
شيفروليه اوبترا 2017,"440,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"280,000 كم",Blue,Sedan,Gas,1500.0
رينو لوجان 2009,"240,000 ج.م.",رينو,مستعملة,مانيوال,"301,000 كم",Blue,Sedan,Gas,1600.0
دودج دورانجو 2013,"1,500,000 ج.م.",دودج,مستعملة,أوتوماتيك,"300,000 كم",Black,SUV,Gas,5700.0
بي واى دى F3 2025,"615,000 ج.م.",بي واى دى,مستعملة,أوتوماتيك,"18,000 كم",Blue,Sedan,Gas,1500.0
مرسيدس S500 2008,"1,850,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"140,000 كم",Black,Sedan,Gas,5500.0
بولستار 2 2022,"1,800,000 ج.م.",بولستار,مستعملة,أوتوماتيك,"20,000 كم",Gray,Sedan,Electric,
سكودا اوكتافيا 2019,"1,350,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"29,000 كم",Gray,Sedan,Gas,1600.0
شيفروليه لانوس 2011,"250,000 ج.م.",شيفروليه,مستعملة,مانيوال,"194,000 كم",White,Sedan,Gas,1600.0
شيري انفي 2013,"250,000 ج.م.",شيري,مستعملة,مانيوال,"210,000 كم",Black,Sedan,Diesel,1500.0
دي إف إس كيه ايجل 580 2019,"675,000 ج.م.",دي إف إس كيه,مستعملة,أوتوماتيك,"260,000 كم",Gray,SUV,Gas,1500.0
نيسان سنترا 2021,"760,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"140,000 كم",Red,Sedan,Gas,1600.0
سانج يونج XLV 2017,"620,000 ج.م.",سانج يونج,مستعملة,أوتوماتيك,"154,000 كم",Brown,SUV,Gas,1600.0
نيسان جوك 2014,"570,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"172,500 كم",White,SUV,Gas,1600.0
اسبيرانزا A516 2007,"200,000 ج.م.",اسبيرانزا,مستعملة,مانيوال,"140,000 كم",Gold,Sedan,Gas,1300.0
ميتسوبيشي لانسر شارك 2015,"625,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"161,000 كم",Bronze,Sedan,Gas,1600.0
نيسان صني 2021,"560,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"50,100 كم",Gray,Sedan,Gas,1500.0
شيري اريزو 5 2024,"640,000 ج.م.",شيري,مستعملة,أوتوماتيك,"19,000 كم",Silver,Sedan,Gas,1500.0
ميتسوبيشي لانسر شارك 2016,"680,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"100,000 كم",White,Sedan,Gas,1600.0
إم جي MG 3 2013,"355,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"159,000 كم",White,Hatchback,Gas,1500.0
سوزوكي SX4 2009,"320,000 ج.م.",سوزوكي,مستعملة,أوتوماتيك,"300,000 كم",Gray,Sedan,Gas,1600.0
نيسان صني 2015,"440,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"180,000 كم",Bronze,Sedan,Gas,1500.0
مرسيدس E200 2007,"1,050,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"215,000 كم",Silver,Sedan,Gas,1800.0
شيفروليه N300 2020,"450,000 ج.م.",شيفروليه,مستعملة,مانيوال,"80,000 كم",Gray,,Gas,1300.0
شيفروليه لانوس 2013,"270,000 ج.م.",شيفروليه,مستعملة,مانيوال,"171,000 كم",Maroon,Sedan,Gas,1500.0
كيا إكسيد 2024,"1,390,000 ج.م.",كيا,مستعملة,أوتوماتيك,"17,000 كم",White,Hatchback,Gas,1400.0
نيسان صني 2008,"360,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"180,000 كم",Silver,Sedan,Gas,1600.0
دايهاتسو جراند تريوس 2012,"800,000 ج.م.",دايهاتسو,مستعملة,أوتوماتيك,173 كم,Black,SUV,Gas,1500.0
إم جي 6 2021,"850,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"63,000 كم",Gray,Sedan,Gas,1500.0
هيونداى النترا HD 2010,"520,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"164,000 كم",Maroon,Sedan,Gas,1600.0
رينو سانديرو 2013,"360,000 ج.م.",رينو,مستعملة,أوتوماتيك,139 كم,Dark Grey,Hatchback,Gas,1600.0
كيا كارينز 2010,"500,000 ج.م.",كيا,مستعملة,أوتوماتيك,"260,000 كم",Black,SUV,Gas,1600.0
كيا كارينز 2015,"700,000 ج.م.",كيا,مستعملة,أوتوماتيك,"148,000 كم",Red,Hatchback,Gas,1600.0
شيفروليه لانوس 2013,"320,000 ج.م.",شيفروليه,مستعملة,مانيوال,"92,000 كم",Silver,Sedan,Gas,1500.0
سيات ليون 2016,"700,000 ج.م.",سيات,مستعملة,أوتوماتيك,"130,000 كم",Navy Blue,Hatchback,Gas,1600.0
تويوتا ياريس 2009,"420,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"170,000 كم",Black,Sedan,Gas,1400.0
مرسيدس GLC 300 2026,"5,475,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Coupe,Gas,2000.0
ميتسوبيشي اكسباندر 2024,"1,249,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,Gray,Station,Gas,1500.0
هيونداى I10 2010,"320,000 ج.م.",هيونداى,مستعملة,مانيوال,"30,000 كم",Black,Hatchback,Gas,1100.0
كوبرا ليون 2026,"1,780,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Beige,Hatchback,Gas,1500.0
فولكس فاجن تايرون 2026,"2,680,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
مرسيدس E200 2025,"5,250,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,2000.0
ستروين اكسارا 2002,"235,000 ج.م.",ستروين,مستعملة,مانيوال,"181,750 كم",Silver,Hatchback,Gas,1400.0
ميتسوبيشي لانسر بومة 2004,"350,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"390,000 كم",Silver,Sedan,Gas,1600.0
مرسيدس A200 2021,"1,900,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"80,000 كم",White,Sedan,Gas,1400.0
كيا سبورتاج 2026,"2,150,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
شيفروليه افيو 2011,"370,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"139,000 كم",Bronze,Sedan,Gas,1500.0
فولكس فاجن باسات 2021,"1,590,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"85,000 كم",Gray,Sedan,Gas,1400.0
إكس بينج جي 9 2025,"3,250,000 ج.م.",إكس بينج,جديدة,أوتوماتيك,,Black,SUV,Electric,
جيلي X 7 2019,"670,000 ج.م.",جيلي,مستعملة,أوتوماتيك,"60,500 كم",Brown,SUV,Gas,1300.0
كيا سبورتاج 2024,"2,125,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,Hatchback,Gas,1600.0
كيا بيكانتو 2020,"720,000 ج.م.",كيا,مستعملة,أوتوماتيك,"100,000 كم",White,Hatchback,Gas,1200.0
سكودا سوبيرب 2021,"1,970,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"60,000 كم",White,Sedan,Gas,1400.0
مرسيدس CLA 200 2025,"3,000,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,1300.0
أوبل أسترا 2019,"650,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"117,000 كم",Gray,Sedan,Gas,1400.0
هيونداى افانتي 2021,"920,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,White,Sedan,Gas,1600.0
ستروين سى اليزيه 2014,"330,000 ج.م.",ستروين,مستعملة,مانيوال,"176,000 كم",Champagne,Sedan,Hybrid,1600.0
دايهاتسو جراند تريوس 2009,"550,000 ج.م.",دايهاتسو,مستعملة,أوتوماتيك,"260,000 كم",Red,SUV,Gas,1500.0
كيا جراند سيراتو 2021,"1,200,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,Sedan,Gas,1600.0
كيا K3 2022,"1,350,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,Sedan,Gas,1600.0
جيب جراند شيروكى 2023,"5,300,000 ج.م.",جيب,جديدة,أوتوماتيك,,Gray,SUV,Gas,3600.0
كيا جراند سيراتو 2021,"1,050,000 ج.م.",كيا,جديدة,أوتوماتيك,,Maroon,Sedan,Gas,1600.0
فولكس فاجن إيوس 2007,"630,000 ج.م.",فولكس فاجن,مستعملة,مانيوال,199 كم,Red,Sedan,Gas,1600.0
كيا سورينتو 2024,"2,720,000 ج.م.",كيا,جديدة,أوتوماتيك,,Black,SUV,Hybrid,1600.0
مرسيدس GLC 300 2026,"5,500,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
مرسيدس EQS 450+ 2023,"3,900,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"31,000 كم",Dark Grey,Sedan,Electric,
بي واى دى L3 2025,"1,570,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,White,,Electric,
بي واى دى e2 2025,"930,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Gray,Hatchback,Electric,
كيا سبورتاج 2026,"1,985,000 ج.م.",كيا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1600.0
ستروين C4 2009,"395,000 ج.م.",ستروين,مستعملة,أوتوماتيك,"157,000 كم",Black,Sedan,Gas,1500.0
ألفاروميو ميتو 2017,"800,000 ج.م.",ألفاروميو,مستعملة,أوتوماتيك,"130,000 كم",White,Coupe,Gas,1400.0
أودي A3 2024,"1,850,000 ج.م.",أودي,مستعملة,أوتوماتيك,"39,000 كم",Black,Sedan,Gas,1400.0
جيتور T2 2026,"1,837,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
شيفروليه لانوس 2019,"430,000 ج.م.",شيفروليه,مستعملة,مانيوال,"95,000 كم",Navy Blue,Sedan,Gas,1500.0
مرسيدس C200 2025,"3,600,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"3,000 كم",White,Sedan,Gas,1500.0
رينج روفر VOGUE 2025,"15,150,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,3000.0
بي ام دبليو 316i 2014,"1,250,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"95,000 كم",Navy Blue,Sedan,Gas,1600.0
رينو ميجان 2020,"720,000 ج.م.",رينو,مستعملة,أوتوماتيك,"136,000 كم",,,,
مرسيدس GLC 300 2025,"5,350,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Red,SUV,Gas,2000.0
بيجو 301 2014,"425,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"298,000 كم",Brown,Sedan,Gas,1500.0
جيب شيروكى 1997,"260,000 ج.م.",جيب,مستعملة,أوتوماتيك,"200,000 كم",Blue,Station,Gas,4000.0
تويوتا كورولا 2012,"550,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"331,000 كم",Silver,Sedan,Gas,1600.0
شيفروليه الدبابة TFR 2026,"980,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,White,Pickup,Gas,1500.0
مرسيدس GLC 43 2026,"7,750,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,2000.0
مرسيدس V300 2026,"7,500,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Van,Gas,2000.0
شيفروليه اوبترا 2026,"750,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
مرسيدس C200 2026,"4,100,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
مرسيدس C180 2020,"2,000,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"73,000 كم",Blue,Sedan,Gas,1500.0
بي ام دبليو 320i 2026,"3,550,000 ج.م.",بي ام دبليو,جديدة,أوتوماتيك,,Navy Blue,Sedan,Gas,1600.0
جاكوار F-PACE 2024,"4,600,000 ج.م.",جاكوار,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
بيجو 406 2001,"285,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"324,000 كم",Baby Blue,Sedan,Gas,2000.0
دي إف إس كيه ايجل 580 2018,"580,000 ج.م.",دي إف إس كيه,مستعملة,أوتوماتيك,"130,000 كم",Black,SUV,Gas,1500.0
شيفروليه اوبترا 2007,"350,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"143,000 كم",Black,Sedan,Gas,1600.0
هيونداى كوبيه 2005,"300,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"104,000 كم",Red,Coupe,Gas,2000.0
هيونداى النترا 2005,"430,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"235,000 كم",Green,Sedan,Gas,1600.0
هيونداى النترا AD 2026,"1,005,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Black,Sedan,Gas,1600.0
هيونداى النترا AD 2026,"914,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Baby Blue,Sedan,Gas,1600.0
بيجو 405 2007,"290,000 ج.م.",بيجو,مستعملة,مانيوال,"55,000 كم",Gray,Sedan,Gas,1600.0
هوندا سيفيك 2021,"1,300,000 ج.م.",هوندا,مستعملة,أوتوماتيك,"98,000 كم",Maroon,Sedan,Gas,1600.0
جيلي GX3 PRO 2024,"750,000 ج.م.",جيلي,مستعملة,أوتوماتيك,"14,000 كم",Red,SUV,Gas,1500.0
مرسيدس E 250 2018,"2,700,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"90,000 كم",Black,Sedan,Gas,1400.0
أوبل جراند لاند 2026,"1,935,000 ج.م.",أوبل,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1600.0
بي ام دبليو X7 2024,"9,000,000 ج.م.",بي ام دبليو,جديدة,أوتوماتيك,,Black,SUV,Gas,4400.0
بي ام دبليو X1 2026,"2,950,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"5,000 كم",Black,SUV,Gas,1400.0
مرسيدس GLC 200 2025,"4,850,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
نيسان قشقاي 2021,"950,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"48,000 كم",Maroon,SUV,Gas,1200.0
تويوتا bZ3X 2025,"1,500,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,White,SUV,Electric,
شيفروليه لانوس 2009,"220,000 ج.م.",شيفروليه,مستعملة,مانيوال,100 كم,White,Sedan,Gas,1500.0
بي واى دى سونج إل 2025,"1,965,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Black,Hatchback,Electric,
تويوتا فورتشنر 2026,"3,620,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"2,000 كم",White,SUV,Gas,4000.0
فولكس فاجن تيجوان 2026,"2,375,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
مرسيدس GLC 300 2025,"5,400,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
سكودا كاروك 2026,"1,900,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
كيا سبورتاج 2019,"1,350,000 ج.م.",كيا,مستعملة,أوتوماتيك,"35,000 كم",Champagne,SUV,Gas,1600.0
مرسيدس GLC 300 COUPE 2025,"5,750,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,White,Coupe,Gas,2000.0
جيتور T2 2026,"1,830,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
تويوتا فورتشنر 2023,"2,950,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"40,000 كم",Brown,Hatchback,Gas,4000.0
تويوتا فورتشنر 2022,"2,900,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"21,000 كم",White,Hatchback,Gas,4000.0
بي واى دى سيجال 2025,"850,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Beige,Hatchback,Electric,
لادا 2107 2012,"115,000 ج.م.",لادا,مستعملة,مانيوال,"118,000 كم",White,Sedan,Gas,1600.0
بايك BJ30 2026,"1,665,000 ج.م.",بايك,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
فيات 500X 2026,"955,000 ج.م.",فيات,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
نيسان سنترا 2026,"895,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Maroon,Sedan,Gas,1600.0
نيسان صني 2026,"695,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Bronze,Sedan,Gas,1500.0
تويوتا فورتشنر 2025,"3,930,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Black,SUV,Gas,4000.0
سيات ليون 2026,"1,475,000 ج.م.",سيات,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1400.0
روكس 01 2026,"3,750,000 ج.م.",روكس,جديدة,أوتوماتيك,,Black,SUV,Hybrid,1500.0
سكودا كودياك 2026,"2,685,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
تويوتا لاند كروزر 2025,"10,150,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Black,SUV,Gas,3500.0
شيفروليه اوبترا 2026,"750,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
بيجو 5008 2026,"2,450,000 ج.م.",بيجو,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1600.0
كوبرا تيرامار  2025,"2,150,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
كوبرا تيرامار  2025,"2,150,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
سيات اتيكا 2025,"1,700,000 ج.م.",سيات,جديدة,أوتوماتيك,,Blue,SUV,Gas,1400.0
سكودا كودياك 2026,"2,385,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
فولكس فاجن تايرون 2026,"2,690,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1400.0
أودي Q7 2025,"5,600,000 ج.م.",أودي,جديدة,أوتوماتيك,,White,SUV,Gas,2000.0
رينج روفر VOGUE 2024,"13,500,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,3000.0
